[FT] Ep 6: Loss 6.4079 | Val MAE 1.2790 CI 0.6667
[FT] Ep 7: Loss 6.2977 | Val MAE 1.2688 CI 0.6550
[FT] Ep 8: Loss 5.8880 | Val MAE 1.2666 CI 0.6491
[FT] Ep 9: Loss 5.6528 | Val MAE 1.2809 CI 0.6550
[FT] Ep 10: Loss 5.8546 | Val MAE 1.3007 CI 0.6550
[FT] Ep 11: Loss 5.5500 | Val MAE 1.3218 CI 0.6491
[FT] Ep 12: Loss 5.2802 | Val MAE 1.3386 CI 0.6550
[FT] Ep 13: Loss 5.3512 | Val MAE 1.3579 CI 0.6550
[FT] Ep 14: Loss 5.1862 | Val MAE 1.3728 CI 0.6316
[FT] Ep 15: Loss 5.0631 | Val MAE 1.3908 CI 0.6316
[FT] Ep 16: Loss 4.6701 | Val MAE 1.4063 CI 0.6140
[FT] Ep 17: Loss 4.7593 | Val MAE 1.4209 CI 0.6082
[FT] Ep 18: Loss 4.3376 | Val MAE 1.4353 CI 0.6082
[FT] Ep 19: Loss 4.5940 | Val MAE 1.4557 CI 0.6140
[FT] Ep 20: Loss 4.5538 | Val MAE 1.4692 CI 0.6199
[FT] Ep 21: Loss 4.1427 | Val MAE 1.4829 CI 0.6082
[FT] Ep 22: Loss 4.0856 | Val MAE 1.4961 CI 0.5965
[FT] Ep 23: Loss 4.0743 | Val MAE 1.5051 CI 0.6023
[FT] Ep 24: Loss 4.1452 | Val MAE 1.5147 CI 0.5789
[FT] Ep 25: Loss 3.7289 | Val MAE 1.5260 CI 0.5906
[FT] Ep 26: Loss 3.7899 | Val MAE 1.5359 CI 0.5906
[FT] Ep 27: Loss 4.0187 | Val MAE 1.5465 CI 0.5906
[FT] Ep 28: Loss 3.6967 | Val MAE 1.5500 CI 0.5906
[FT] Ep 29: Loss 3.5350 | Val MAE 1.5567 CI 0.5906
[FT] Ep 30: Loss 3.6852 | Val MAE 1.5625 CI 0.6023
[FT] Ep 31: Loss 3.5030 | Val MAE 1.5649 CI 0.6082
[FT] Ep 32: Loss 3.4885 | Val MAE 1.5710 CI 0.6023
[FT] Ep 33: Loss 3.2044 | Val MAE 1.5781 CI 0.5965
[FT] Ep 34: Loss 3.4368 | Val MAE 1.5871 CI 0.6023
[FT] Ep 35: Loss 3.1367 | Val MAE 1.5940 CI 0.6023
