smiles,ΔfH°(298.15 K)
CC1=CCC(=CC1)C#C,73.40
CC1=CCC=C(C1)C#C,73.34
CC1CC(O1)COO,-61.44
Cc1ccc(=C)c(=C)c1,51.03
Cc1ccc2c(c1)CC2,40.55
CC1COC1COO,-56.34
CC1COCC1OO,-72.06
CC1OC1CCOO,-57.38
CC1OCC1COO,-56.34
CC1OCCC1OO,-76.41
CC1OOC(C1)(C)O,-92.95
CCC#CC1=CC=CC1,71.02
CCC#CC1=CCC=C1,72.07
CCC#CC1C=CC=C1,78.48
CCC(=O)CCOO,-81.69
CCC(C#C)(C#C)C=C,116.10
CCC(C(=O)C)OO,-83.54
CCC(C(C)C)OO,-64.21
CCC(C(OO)C)C,-63.62
CCC(C=O)COO,-74.92
CCC(C1CO1)OO,-56.07
CCC(COO)(C)C,-62.97
CCC(COO)CC,-59.43
CCC(OO)(CC)C,-67.08
CCC(OO)CC=O,-78.16
CCC1(COO)CO1,-57.11
CCC1(O)CCOO1,-88.02
CCC1(OO)COC1,-56.62
CCC1CC(OO1)O,-86.36
CCC1OC1COO,-54.71
CCC1OCC1OO,-56.20
CCCC(=O)COO,-79.50
CCCC(C=O)OO,-75.69
CCCC(COO)C,-59.86
CCCC(OO)(C)C,-67.21
CCCC(OO)CC,-62.11
CCCCCCOO,-57.57
O=C=Cc1ccccc1,14.10
O=CC1=CC=C[C]C1=C,22.66
OC=CC(OO)(C)C,-71.86
OCC(C(=C)C)OO,-67.42
OCCC(=C)COO,-65.78
OO[C@@H]1CCC(=O)O1,-118.12
OOC(C(=O)C)(C)C,-87.59
OOC(C(=O)C)C=O,-93.94
OOC(C(C)(C)C)C,-66.13
OOC(C(C)C)(C)C,-68.81
OOC(C(C)C)C=O,-77.48
OOC(C(C=O)C)C,-78.63
OOC(C=C(C)C)O,-74.33
OOC(C1COC1)C,-55.38
OOC(C1OC1)(C)C,-60.61
OOC(CC(C)C)C,-64.37
OOC(CC=O)(C)C,-82.81
OOC1(C)COCC1,-75.99
OOC1C(C)OC1C,-62.17
OOC1CCCOC1,-75.14
OOC1CCOCC1,-75.90
OOC1COC(C1)C,-76.29
OOC1COC1(C)C,-62.86
OOCC(=CCO)C,-61.85
OOCC(=O)C(C)C,-80.57
OOCC(=O)CC=O,-91.55
OOCC(C(C)C)C,-61.74
OOCC(C=O)(C)C,-77.64
OOCC(CC=O)C,-78.72
OOCC1(C)COC1,-54.81
OOCC1CCCO1,-73.47
OOCC1COCC1,-69.31
OOCC1OC1(C)C,-60.29
OOCCC(C)(C)C,-62.41
OOCCC1(C)CO1,-59.45
OOCCC1CCO1,-57.14
OOCCC1COC1,-50.29
OOCCCC(=O)C,-85.19
OOCCCC(C)C,-59.98
OOCCCC1CO1,-53.41
OOCCCCC=O,-76.21
[CH](C#C)[C@@H]1CCCC=C1,88.49
[CH]=Cc1ccc(cc1)O,55.77
[CH]=Cc1ccccc1O,56.41
[CH]1C=CC(C=C1)C1CC1,70.60
[CH2]/C=C/[C@H]1CC=CC=C1,71.32
[CH2]C(=O)c1ccccc1,26.30
[CH2]c1c(C)cccc1C,33.09
[CH2]c1cc(C)cc(c1)C,36.14
[CH2]CC/C=C/C=C/C#C,112.72
[CH2]CCC(=C)/C=C/C#C,112.97
[CH2]CCC(=C)C#CC=C,111.46
[CH2]CCc1ccccc1,51.66
C#C/C=C/C1CC[CH]C1,103.72
C#C/C=C\C1CC[CH]C1,102.57
C#C[C]1C=CC=C[C@H]1O,65.65
C#C[CH][C@@H]1CCC=CC1,87.66
C#C[CH]C=C1CCCC1,81.35
C#C[CH]C1=CCCCC1,75.78
C/C=C/[C]1C=CCC=C1,49.10
C/C=C/[C]1CC=CC=C1,49.88
C/C=C/C1C=C[CH]C=C1,63.22
C/C=C\C1C=C[CH]C=C1,64.35
C[C@H]1C=C([CH]C=C1)C=C,59.74
C[C](c1ccccc1)C,34.83
C[CH]c1ccc(cc1)C,33.84
C[CH]Cc1ccccc1,48.91
C=C[C]1C=CC(=O)C=C1,22.02
C=C[C]1C=CC(C=C1)C,54.26
C=C[C]1C=CC=C[C@H]1C,54.79
C=C[CH]C1=CC=CCC1,55.42
C=C[CH]C1=CCC=CC1,60.61
C=C[CH]C1=CCCC=C1,59.42
C=C[CH]C1C=CCC=C1,71.41
C=CC#C[C]1CCCC1,83.44
C=CC#CC1CC[CH]C1,101.28
C=CC[C]1C=CCC=C1,63.49
C=CC1(C)C=C[CH]C=C1,63.25
C=Cc1ccccc1[O],27.65
C=CCC/C=C/[CH]C#C,97.19
C=CCC[CH]C#CC=C,100.22
C=CCC1=C[CH]C=CC1,62.82
C=CCC1=CCC=C[CH]1,63.93
C=CCC1C=C[CH]C=C1,65.35
CC#C[C@@H]1[CH]CCC=C1,96.32
CC#C[C]1CCCC=C1,70.75
CC#CC1=CCC[CH]C1,91.24
CC#CC1=CCCC[CH]1,76.65
CC(=C)[C]1C=CCC=C1,54.30
CC(=C)C1=C[CH]C=CC1,50.48
CC(=C)C1C=C[CH]C=C1,61.47
CC[CH]c1ccccc1,37.32
CCc1ccc(cc1)[CH2],39.45
CCc1cccc(c1)[CH2],39.61
CCc1ccccc1[CH2],40.11
O[C@H]1C=C([CH]C=C1)C#C,68.67
O=[C]c1ccc(cc1)C,20.86
O=[C]c1cccc(c1)C,19.78
O=[C]c1ccccc1C,20.25
O=Cc1ccc(cc1)[CH2],17.72
O=Cc1cccc(c1)[CH2],19.24
O=Cc1ccccc1[CH2],19.88
OC1C=C[C](C=C1)C#C,64.02
C#CC[C@@H]1CCC=CC1,54.57
C#CCC1=CCCCC1,54.02
C(C#C)[C@H]1CCCC=C1,55.11
C/C=C/[C@@](C#C)(C=C)C,70.59
C/C=C/C1(C)C=CC=C1,36.40
C/C=C/C1=C(C)C=CC1,27.47
C/C=C/C1=CC=CCC1,29.39
C/C=C/C1=CCC=CC1,30.17
C/C=C/C1=CCCC=C1,31.05
C/C=C\C1(C)C=CC=C1,38.70
C/C=C\C1=C(C)C=CC1,30.12
C/C=C\C1=CC=CCC1,33.06
C/C=C\C1=CCC=CC1,39.01
C/C=C\C1=CCCC=C1,38.49
C[C@@H]1C=C(CC=C1)C=C,30.97
C[C@H]1C=CCC=C1C=C,32.01
C=C/C=C/[C@@H]1CCC=C1,44.38
C=C/C=C/C1=CCCC1,33.06
C=C/C=C/C1CC=CC1,43.99
C=C/C=C\[C@@H]1CCC=C1,45.13
C=C/C=C\C1=CCCC1,36.36
C=C/C=C\C1CC=CC1,45.03
C=C[C@@]1(C)CC=CC=C1,35.67
C=C[C@@H]1C=C[C@@H](C=C1)C,37.01
C=C[C@@H]1C=C[C@H](C=C1)C,37.01
C=C[C@@H]1C=CC=C[C@H]1C,36.38
C=C[C@@H]1C=CCC(=C1)C,36.58
C=C[C@H]1C=CC=C[C@H]1C,36.43
C=C[C@H]1C=CCC(=C1)C,34.48
C=C[C@H]1C=CCC=C1C,36.56
C=C=C[C@@H]1CCC=CC1,53.77
C=C=C[C@H]1CCCC=C1,52.08
C=C=CC(C=C=C)(C)C,77.49
C=C=CC1=CCCCC1,46.22
C=C1C(=CC=CC1=O)C,4.54
C=CC(C#CC)(C=C)C,68.08
C=CC(C=C)(C=C)C=C,63.52
C=CC1(C)C=CCC=C1,36.08
C=CC1(CCCC1)C#C,56.42
C=CC1=C(C)C=CCC1,32.33
C=CC1=C(C)CC=CC1,30.99
C=CC1=C(C)CCC=C1,33.37
C=CC1=C(C=C)CCC1,32.14
C=CC1=CC(=CCC1)C,28.20
C=CC1=CCCC=C1C,32.75
C=Cc1ccc(cc1)O,-6.26
C=Cc1cccc(c1)O,-6.36
C=Cc1ccccc1O,-6.09
C=COc1ccccc1,3.44
c1ccc2c(c1)OCC2,-12.65
CC#CC(C#CC)(C)C,74.28
CC#CC1=CCCCC1,43.39
CC(=C=C1CCC=C1)C,44.91
CC(=CC1=CC=CC1)C,30.21
CC(=O)C(COO)O,-115.79
CC(=O)c1ccccc1,-20.76
CC(=O)CC(OO)O,-125.14
CC(C(=O)C)(OO)O,-129.10
CC(C=O)(COO)O,-113.03
CC(c1ccccc1)C,-0.63
CC(OO)(CC=O)O,-123.09
CC/C=C/C1=CCC=C1,32.46
CC/C=C\C1=CCC=C1,35.17
CC1=C[C@H]2CC[C@@H]1C=C2,24.92
CC1=CC(=CCC1)C=C,29.15
CC1=CC=C(CC1)C=C,27.53
CC1=CCC(=CC1)C=C,28.61
CC1=CCC=C(C1)C=C,28.47
Cc1c(C)cccc1C,-4.06
Cc1cc(C)cc(c1)C,-4.16
Cc1ccc(c(c1)C)C,-3.53
CCC(=O)C(OO)O,-121.89
CCC(C#C)(C=C)C=C,72.75
CCC(C(=O)O)OO,-134.20
CCC(C(OO)O)C,-102.33
CCC(C=O)(OO)O,-120.02
CCC(OO)(CO)C,-99.30
CCC1(C=C)C=CC=C1,39.22
CCC1=C(C=C)CC=C1,30.13
CCc1ccc(cc1)C,-2.34
CCc1cccc(c1)C,-2.36
CCc1ccccc1C,-0.21
CCCC(OO)CO,-94.37
CCCc1ccccc1,0.61
CCCCC(OO)O,-101.07
O/C=C/c1ccccc1,-6.17
O/C=C\c1ccccc1,-6.82
O=C=C1C=CC=CC1=O,-15.72
O=C1Oc2c1cccc2,-14.35
O=Cc1ccc(cc1)C,-18.21
O=Cc1cccc(c1)C,-18.14
O=Cc1ccccc1C,-16.69
O=CCC(OO)CO,-110.27
O=CCc1ccccc1,-12.44
O1C[C@H]1c1ccccc1,9.49
O1Cc2c(C1)cccc2,-7.92
OC(=C)c1ccccc1,-9.33
OC(C=O)CCOO,-110.60
OC(OO)CCC=O,-118.83
OCC(C(=O)C)OO,-115.54
OCC(C(C)C)OO,-96.16
OCC(C(OO)C)C,-97.29
OCC(C=O)(OO)C,-112.71
OCCC(=O)COO,-111.64
OCCC(C=O)OO,-108.08
OCCC(COO)C,-94.32
OCCC(OO)(C)C,-101.07
OCCC(OO)CC,-96.30
OCCCC(OO)C,-97.07
OCCCCCOO,-92.27
OOC(C(=O)CO)C,-114.60
OOC(C(=O)O)(C)C,-138.81
OOC(C(C=O)C)O,-118.67
OOC(C(C=O)O)C,-112.02
OOC(C(O)C)C=O,-110.53
OOC(CC(=O)O)C,-137.11
OOC(CC(C)C)O,-102.69
OOCC(=C)COO,-40.77
OOCC(=O)C(O)C,-113.71
OOCC(C(=O)O)C,-133.85
OOCC(C=C)OO,-38.97
OOCC(C=O)CO,-108.79
OOCC(CC=O)O,-110.73
OOCC(CO)CC,-92.91
OOCC=CCOO,-36.83
OOCCC(=O)CO,-112.99
OOCCC(CO)C,-94.30
OOCCCC(=O)O,-135.90
OOCOC(=O)C=O,-130.15
[CH2]/C=C/[C@@H]1CCC=CC1,44.44
[CH2]/C=C/[C@@H]1CCCC=C1,44.17
[CH2][C@@H](c1ccccc1)O,18.92
[CH2][C@@H]1CC[C@H](CC1)C#C,74.08
[CH2]C[C@H](C#C)CCC=C,91.66
[CH2]CC/C=C/C=C/C=C,69.97
[CH2]CC[C@H](CC=C)C#C,91.64
[CH2]Cc1ccc(cc1)O,13.81
[CH2]Cc1cccc(c1)O,13.48
[CH2]Cc1ccccc1O,12.47
[CH2]CCC(=C)/C=C/C=C,70.19
[CH2]CCC(=C)/C=C\C=C,73.73
[CH2]CCC[C@@H](C#C)C=C,92.42
[CH2]CCCC/C=C/C#C,89.68
[CH2]CCCC/C=C\C#C,89.34
[CH2]CCCCC(=C)C#C,88.32
[CH2]COc1ccccc1,24.68
[CH2]Oc1ccc(cc1)C,21.44
[CH2]Oc1cccc(c1)C,20.95
[CH2]Oc1ccccc1C,20.75
[O]CCc1ccccc1,26.69
C#C[C@@H]1CC[CH][C@H](C1)C,69.93
C#C[C@@H]1CCC[C@H]([CH]1)C,73.18
C#C[C@@H]1CCC[CH][C@H]1C,71.83
C#C[C@@H]1CCCC[C@H]1[CH2],74.22
C#C[C@H]1CC[CH][C@H](C1)C,69.93
C#C[C@H]1CCC[C@@H](C1)[CH2],75.11
C#C[C@H]1CCC[C@H]([CH]1)C,70.92
C#C[C]1CCCC[C@@H]1C,58.94
C#C[CH]C1(C)CCCC1,64.29
C#C[CH]C1CCCCC1,59.51
C#CC[C@@H]1[CH]C[C@H](C1)C,75.63
C#CC[C@@H]1CC[CH][C@H]1C,74.87
C#CC[C@H]1CC[C@@H]([CH]1)C,75.44
C#CC[C]1CCC[C@H]1C,74.23
C#CC1([CH2])CCCCC1,75.61
C#CC1(C)CCC[CH]C1,71.91
C#CC1(C)CCCC[CH]1,73.25
C#CCC1([CH2])CCCC1,79.66
C#CCC1(C)CCC[CH]1,72.52
C/C(=C/CCC[CH2])/C#C,87.26
C/C(=C\CCC[CH2])/C#C,92.81
C/C=C/[C](/C=C/C)C=C,44.52
C/C=C/[C]1CCCC=C1,29.25
C/C=C/C1=CCC[CH]C1,50.46
C/C=C/C1=CCCC[CH]1,37.85
C/C=C\C1=CCCC[CH]1,43.61
C[C@@H](C1CCC[CH]1)C#C,75.96
C[C@@H](c1ccccc1)[O],21.51
C[C@@H]1C=C[CH]C=C1C=O,9.15
C[C@@H]1C=C[CH]C=C1CC,29.40
C[C@H]([C]1CCCC1)C#C,73.01
C[C@H]1C=C([CH]C=C1)C=O,14.79
C[C@H]1CC[C@@H](C[CH]1)C#C,70.12
C[C@H]1CC[C@H](C[CH]1)C#C,70.31
C[C]([C@H]1CC=CC=C1)C,51.58
C[C](C1=CCC=CC1)C,38.05
C[C](C1=CCCC=C1)C,36.61
C[C](C1C=CCC=C1)C,50.90
C[C](c1ccccc1)O,-1.04
C[CH]Oc1ccccc1,19.07
C=C/C=C/[C@@H](CC=C)[CH2],74.81
C=C/C=C/[C@H](C=C)C[CH2],74.77
C=C/C=C/C1CC[CH]C1,62.04
C=C/C=C/C1CCC[CH]1,61.55
C=C/C=C\C1CC[CH]C1,63.15
C=C/C=C\C1CCC[CH]1,62.66
C=C[C](C=C(C)C)C=C,45.94
C=C[C]1C=CC(C=C1)O,21.25
C=C[C]1C=CC=C[C@H]1O,22.89
C=C[CH]/C=C/C1CCC1,61.36
C=C[CH]C=C1CCCC1,36.02
C=C[CH]C1=CCCCC1,33.61
C=C=C[C@@H]1C[CH][C@H](C1)C,74.49
C=C=C[C@@H]1CC[CH][C@H]1C,73.41
C=C=C[C@H]1CC[C@@H]([CH]1)C,74.39
C=C=C[C]1CCC[C@H]1C,56.90
C=C=CC1([CH2])CCCC1,78.64
C=C=CC1(C)CCC[CH]1,73.16
C=C=CC1CCCC[CH]1,72.87
C=CC(=C)C1CCC[CH]1,60.42
C=CC1(C=C)CC[CH]C1,65.71
C=CC1(C=C)CCC[CH]1,66.13
C=CC1(O)C=C[CH]C=C1,28.47
C=CCC/C=C/[CH]C=C,53.40
C=CCC/C=C\[CH]C=C,55.47
C=CCC[C](C=C)C=C,53.10
C=CCCC[C@H](C#C)[CH2],93.53
C=CCCC[C](C#C)C,76.05
C=CCCCC[CH]C#C,80.34
C=CO[C]1C=CCC=C1,34.49
C=COC1=C[CH]C=CC1,31.91
C=COC1=CCC=C[CH]1,34.43
C=COC1C=C[CH]C=C1,34.82
CC#C[C]1CCCCC1,52.68
CC#CC1CC[CH]CC1,65.57
CC#CC1CCC[CH]C1,65.76
CC#CC1CCCC[CH]1,66.60
CC([C]1C=CC=C1)(C)C,33.35
CC([C]1C=CCC=C1)C,28.51
CC(=C)C1=CCCC[CH]1,37.97
CC(=C=C1CCC[CH]1)C,53.53
CC(=C1CCC=C[CH]1)C,30.31
CC(=O)[C]1C=CCC=C1,4.39
CC(=O)C1=C[CH]C=CC1,5.32
CC(=O)C1=CCC=C[CH]1,9.84
CC(=O)C1C=C[CH]C=C1,11.12
CC(C1=C[CH]C=CC1)C,27.98
CC(C1=CCC=C[CH]1)C,27.79
CC(C1C=C[CH]C=C1)C,28.59
CC[C]1C=CC(=O)C=C1,-3.56
CC[C]1C=CC(C=C1)C,31.46
CC=C=CC1CCC[CH]1,75.24
CC1=C[CH]C=CC1(C)C,29.54
CC1=CC(C=C[CH]1)(C)C,29.12
CCC[C]1C=CCC=C1,28.86
CCC1=C[C@@H](C=C[CH]1)C,31.59
CCC1=C[CH]C=CC1=O,-4.48
CCC1=CC(=O)C=C[CH]1,-2.71
CCCC1=C[CH]C=CC1,28.18
COc1ccc(cc1)[CH2],12.32
COc1cccc(c1)[CH2],12.43
COc1ccccc1[CH2],11.67
O[C@H]1C=C([CH]C=C1)C=C,26.74
O[CH]Cc1ccccc1,16.79
O=[C]c1ccc(cc1)O,-14.47
O=[C]c1cccc(c1)O,-12.11
O=[C]c1ccccc1O,-18.57
O=C[C@@H]1C=C[CH]C(=C1)C,17.41
O=C[C@@H]1C=C[CH]C=C1C,15.36
O=C[C]1C=CC(=O)C=C1,-18.74
O=C[C]1C=CC(C=C1)C,8.44
O=CC1(C)C=C[CH]C=C1,16.58
O=CC1=C(O)[C]=CC=C1,7.00
O=CC1=C(O)C=[C]C=C1,3.82
O=CC1=C(O)C=C[C]=C1,5.92
O=CC1=C(O)C=CC=[C]1,4.74
O=CC1=C[CH]C=CC1=O,-17.76
O=CC1=CC(=[C]C=C1)O,12.89
O=CC1=CC(=C[C]=C1)O,11.30
O=CC1=CC(=CC=[C]1)O,12.66
O=CC1=CC(=O)C=C[CH]1,-17.33
O=CC1=CC=C([C]=C1)O,11.38
O=CC1=CC=C(C=[C]1)O,10.70
O=CC1=CC=CC(=[C]1)O,13.81
O=CCC1C=C[CH]C=C1,19.23
OC[CH]c1ccccc1,10.14
C#CC1(C)CCCCC1,21.01
C/C=C/C(C=C)(C=C)C,29.58
C/C=C/C1=CCCCC1,3.21
C/C=C\C(C=C)(C=C)C,32.85
C/C=C\C1=CCCCC1,7.39
C[C@@H]1C[C@H](CC=C1)C=C,9.41
C[C@@H]1CC[C@@H](C=C1)C=C,9.93
C[C@]1(CCCC=C1)C=C,7.95
C[C@H]1C[C@H](CC=C1)C=C,8.79
C[C@H]1C=CCC=C1CC,5.27
C[C@H]1CC[C@@H](C=C1)C=C,9.27
C=C/C=C/C1CCCC1,16.79
C=C/C=C/CC1CCC1,35.89
C=C/C=C\C1CCCC1,17.68
C=C/C=C\CC1CCC1,36.93
C=C[C@@H]1CC=CC[C@@H]1C,9.58
C=C[C@@H]1CC=CC[C@H]1C,8.47
C=C[C@@H]1CCC=C[C@@H]1C,10.15
C=C[C@@H]1CCC=C[C@H]1C,8.68
C=C[C@]1(C)CCC=CC1,7.95
C=C[C@H]1C=CC[C@@H](C1)C,9.79
C=C[C@H]1C=CC[C@H](C1)C,8.83
C=C[C@H]1C=CCC[C@@H]1C,8.65
C=C[C@H]1C=CCC[C@H]1C,10.50
C=C[C@H]1CCC(=CC1)C,6.90
C=C[C@H]1CCC=C(C1)C,6.86
C=C[C@H]1CCCC(=C1)C,7.57
C=CC[C@@H]1CCC=CC1,15.06
C=CC[C@H]1CCCC=C1,11.58
C=CC1(C=C)CCCC1,16.72
C=CC1=C(C)CCCC1,4.05
C=CCC1=CCCCC1,10.02
CC#C[C@H]1CCC[C@@H]1C,21.20
CC#C[C@H]1CCC[C@H]1C,22.31
CC#CC1(C)CCCC1,20.76
CC#CC1CCCCC1,17.88
CC([C@H]1CC=CC=C1)C,6.94
CC(=CC=C=C(C)C)C,29.48
CC(=CC1=CCCC1)C,7.00
CC(C1(C)C=CC=C1)C,7.30
CC(C1=C(C)C=CC1)C,2.70
CC(C1=C(C)CC=C1)C,2.59
CC(C1=CC=CC1)(C)C,3.24
CC(C1=CC=CCC1)C,4.26
CC(C1=CCC=C1)(C)C,2.75
CC(C1=CCC=C1C)C,2.11
CC(C1=CCC=CC1)C,5.25
CC(C1=CCCC=C1)C,4.85
CC(C1C=CC=C1)(C)C,5.50
CC(C1C=CCC=C1)C,6.30
CC[C@@H]1C=C[C@@H](C=C1)C,6.13
CC[C@@H]1C=C[C@H](C=C1)C,6.24
CC[C@@H]1C=CC=C[C@@H]1C,6.78
CC[C@@H]1C=CC=C[C@H]1C,5.95
CC[C@@H]1C=CCC(=C1)C,5.69
CC[C@@H]1CC[C@@H](C1)C#C,26.76
CC[C@@H]1CCC[C@@H]1C#C,27.55
CC[C@]1(C)CC=CC=C1,5.20
CC[C@H]1C=CCC(=C1)C,3.69
CC[C@H]1C=CCC=C1C,6.17
CC[C@H]1CC[C@@H](C1)C#C,26.96
CC[C@H]1CCC[C@@H]1C#C,26.26
CC1=C(C)C(=C(C1)C)C,-3.28
CC1=CC(=CC1)C(C)C,2.07
CC1=CC=C(C1)C(C)C,2.55
CC1=CCC(=C1)C(C)C,2.67
CC1=CCCC[C@H]1C=C,7.59
Cc1ccc(c(c1)O)C,-38.65
CCC#CC1CCCC1,24.70
CCC/C=C/1\CCC=C1,8.16
CCC1(C)C=CCC=C1,4.51
CCC1(CC)C=CC=C1,8.39
CCC1(CCCC1)C#C,25.42
CCC1=C(C)C=CCC1,5.59
CCC1=C(C)CC=CC1,4.10
CCC1=C(C)CCC=C1,3.52
CCC1=C[C@H](C=CC1)C,4.51
CCC1=CC(=CCC1)C,1.93
CCC1=CC=C(CC1)C,1.41
CCC1=CCC(=C1)CC,4.08
CCC1=CCC(=CC1)C,2.12
CCC1=CCC=C(C1)C,2.14
CCC1=CCCC(=C1)C,1.77
CCC1=CCCC=C1C,3.46
CCc1ccc(cc1)O,-35.49
CCc1ccccc1O,-35.46
CCCC1(C)C=CC=C1,8.21
CCOc1ccccc1,-26.68
COc1ccc(cc1)C,-26.36
COc1cccc(c1)C,-26.78
COc1ccccc1C,-25.70
COCc1ccccc1,-20.50
O=C/C=C/c1ccco1,-25.90
O=C1O[C@@H]2C=C[C@H]1C=C2,-28.88
O=Cc1ccc(cc1)O,-53.89
O=Cc1cccc(c1)O,-53.41
O=Cc1ccccc1O,-59.44
O=COc1ccccc1,-54.03
OC(=O)c1ccccc1,-72.01
OCc1ccc(cc1)C,-31.80
OCc1cccc(c1)C,-31.80
OCc1ccccc1C,-31.38
OCCc1ccccc1,-29.58
OOCC(=O)COO,-84.36
[CH2]C1(CCCC1)C1CC1,46.35
[CH2]CC[C@@H](CC=C)C=C,51.36
[CH2]CCC/C=C/C=C/C,44.41
[CH2]CCC/C=C/CC=C,51.63
[CH2]CCC/C=C\C=C/C,46.70
[CH2]CCC/C=C\C=C\C,45.49
[CH2]CCC/C=C\CC=C,52.65
[CH2]CCCC(C=C)C=C,52.34
[CH2]CCCCC(=C)C=C,47.37
[CH2]O[C@@]1(C)CC=CC=C1,27.25
[CH2]Oc1ccc(cc1)O,-12.60
[CH2]Oc1cccc(c1)O,-13.44
[CH2]Oc1ccccc1O,-13.12
[O]Cc1ccccc1O,-13.90
[O]OCc1ccccc1,33.10
C/C(=C/CCC[CH2])/C=C,45.24
C/C(=C\CCC[CH2])/C=C,45.03
C/C=C/[C]1CC[C@@H](C1)C,12.56
C/C=C/C1CC[CH]CC1,27.47
C/C=C/C1CCC[CH]C1,27.29
C/C=C/C1CCCC[CH]1,27.69
C[C@@H]1C=C(CO)[CH]C=C1,-1.09
C[C@@H]1C=C[CH]C=C1OC,2.66
C[C@H](C1C=C[CH]C=C1)O,-3.63
C[C@H]1C=C(CO)[CH]C=C1,-1.13
C[C@H]1C=C[CH]C=C1CO,-2.01
C[C@H]1C=C[CH]C=C1OC,2.64
C[C]([C@@H]1CCC=CC1)C,24.42
C[C]([C@@H]1CCCC=C1)C,24.31
C[C](C=C1CCCC1)C,14.14
C[C](C1=CCCCC1)C,11.03
C[C]1C=CC(C=C1)(C)O,-9.22
C[CH]/C=C/C1CCCC1,18.50
C[CH]C=C1CCCCC1,11.33
C=C[C@@H](C1CCC[CH]1)C,35.96
C=C[C@@H]1CC[C@H](CC1)[CH2],34.01
C=C[C@@H]1CC[CH][C@H](C1)C,29.59
C=C[C@@H]1CCC[C@@H](C1)[CH2],33.99
C=C[C@@H]1CCC[C@H]([CH]1)C,29.35
C=C[C@@H]1CCC[C@H](C1)[CH2],34.87
C=C[C@@H]1CCC[CH][C@H]1C,31.49
C=C[C@@H]1CCCC[C@H]1[CH2],34.09
C=C[C@H]([C]1CCCC1)C,32.13
C=C[C@H]1CC[C@@H]([CH]C1)C,27.93
C=C[C@H]1CC[C@H]([CH]C1)C,29.58
C=C[C@H]1CC[CH][C@H](C1)C,28.04
C=C[C@H]1CCC[C@H]([CH]1)C,28.31
C=C[C]1CCCC[C@@H]1C,16.20
C=C[CH]C1(C)CCCC1,18.87
C=C[CH]C1CCCCC1,15.05
C=CC[C@@H]1C[CH][C@H](C1)C,35.86
C=CC[C@@H]1CC[CH][C@H]1C,31.58
C=CC[C@@H]1CCC[C@H]1[CH2],39.83
C=CC[C@H]1C[CH][C@H](C1)C,31.71
C=CC[C@H]1CC[C@@H]([CH]1)C,35.66
C=CC[C@H]1CCC[C@H]1[CH2],41.03
C=CC[C]1CCC[C@H]1C,33.92
C=CC[C]1CCCCC1,28.48
C=CC[CH]C1CCCC1,40.12
C=CC1([CH2])CCCCC1,30.76
C=CC1(C)CCC[CH]C1,31.81
C=CC1(C)CCCC[CH]1,32.77
C=CCC[C@@H](C=C)C[CH2],51.58
C=CCC1([CH2])CCCC1,36.38
C=CCC1(C)CCC[CH]1,35.08
C=CCC1CCC[CH]C1,33.71
C=CCCC[C@@H](C=C)[CH2],52.26
C=CCCC[C](C=C)C,32.41
C=CCCC[CH]CC=C,51.24
CC([C@@H]1[CH]CC=C1)(C)C,25.75
CC([C@@H]1[CH]CC=CC1)C,27.13
CC([C@@H]1[CH]CCC=C1)C,26.80
CC([C@@H]1C[CH]C=C1)(C)C,13.09
CC([C@@H]1CC[C]=C1)(C)C,42.48
CC([C@H]1C[CH]C=CC1)C,11.96
CC([C@H]1C[CH]CC=C1)C,27.24
CC([C@H]1CCC=[C]1)(C)C,42.09
CC([C@H]1CCC=C[CH]1)C,12.36
CC([C]1CC=CC1)(C)C,24.22
CC([C]1CCC=C1)(C)C,11.49
CC([C]1CCC=CC1)C,25.05
CC([C]1CCCC=C1)C,9.63
CC(=C)[C]1CCCCC1,13.15
CC(=C)C1([CH2])CCCC1,37.49
CC(C1=[C]CCC1)(C)C,40.30
CC(C1=CC[CH]C1)(C)C,24.31
CC(C1=CC[CH]CC1)C,25.30
CC(C1=CCC[CH]1)(C)C,12.13
CC(C1=CCC[CH]C1)C,25.64
CC(C1=CCCC[CH]1)C,10.77
CC/C=C/[C]1CCCC1,15.23
CC[C]1C=CC(C=C1)O,-2.08
CC1=C[C@](C=C[CH]1)(C)O,-8.69
CC1=C[CH]C=C[C@]1(C)O,-9.22
CCC1(O)C=C[CH]C=C1,-4.31
CCC1=C[C@@H](C=C[CH]1)O,-1.60
CCC1=C[CH]C=C[C@H]1O,-2.57
CCCC1=CCCC[CH]1,12.01
CCOC1C=C[CH]C=C1,6.53
CO[C@@]1([CH2])CC=CC=C1,35.18
CO[C@@H]1C=C[CH]C=C1C,6.16
CO[C@H]1C=C[CH]C=C1C,6.20
COC1(C)C=C[CH]C=C1,3.53
COC1=C(O)[C]=CC=C1,3.66
COC1=C(O)C=[C]C=C1,2.17
COC1=C(O)C=C[C]=C1,2.15
COC1=C(O)C=CC=[C]1,1.44
COC1=C[C@@H](C=C[CH]1)C,5.37
COC1=C[C@H](C=C[CH]1)C,5.39
COC1=C[CH][C@H](C=C1)C,6.06
COC1=C[CH]C(=O)C=C1,-28.41
COC1=C[CH]C=CC1=O,-27.06
COC1=CC(=[C]C=C1)O,3.90
COC1=CC(=C[C]=C1)O,1.78
COC1=CC(=CC=[C]1)O,3.14
COC1=CC(=O)C=C[CH]1,-26.61
COC1=CC=C([C]=C1)O,4.90
COCC1C=C[CH]C=C1,10.79
O[C@@H]1C=C[CH]C=C1C=O,-23.51
